-22.734375,12.4366375,154.6699524,12.69309,161.1145338,12.09646816,3.156556406,-43.9453125,31.73828125,0
-23.5859375,10.59748491,112.3066864,10.81601274,116.9861317,11.59126888,3.127280647,-40.52734375,22.4609375,0
-19.83789063,12.25972626,150.3008881,12.51253072,156.5634251,11.82093464,3.185246444,-38.57421875,33.69140625,0
-19.37695313,13.96286781,194.9616776,14.25079229,203.0850808,12.12214173,3.283705483,-38.57421875,41.9921875,0
-23.21875,14.72883614,216.9386139,15.03255543,225.9777228,8.766592705,2.489398057,-49.8046875,37.109375,0
0.1953125,14.70517009,216.2420273,15.00840137,225.2521118,6.54520441,1.072122278,-41.015625,53.7109375,0
-15.92382813,14.17173099,200.8379593,14.46396238,209.2062076,5.454479578,0.380477234,-59.08203125,31.25,0
-18.25585938,14.31576221,204.9410477,14.61096362,213.480258,7.889285665,1.299841601,-58.59375,36.1328125,0
-16.48242188,14.21080704,201.9470368,14.5038442,210.3614966,4.960676932,0.149155452,-60.546875,28.80859375,0
-13.5390625,13.33075791,177.7091065,13.60564782,185.1136526,4.649817291,1.1575549,-45.8984375,33.203125,0
-26.63671875,13.96720724,195.0828781,14.2552212,203.2113314,7.451714922,2.03439962,-54.6875,28.3203125,0
-22.75585938,15.9942662,255.8165512,16.32407958,266.4755742,6.994638666,1.998137035,-53.7109375,39.55078125,0
-20.71875,16.25425265,264.2007294,16.58942715,275.2090931,6.78133161,2.016849873,-49.31640625,42.48046875,0
-11.47265625,14.63257918,214.1123734,14.93431358,223.0337222,3.362095465,-1.057274051,-55.6640625,24.4140625,0
-14.68359375,17.13577822,293.6348953,17.48913041,305.8696826,5.130183204,-2.148862644,-71.77734375,16.6015625,0
-7.994140626,19.87803713,395.1363602,20.28793669,411.6003752,4.503853371,-1.580288358,-74.70703125,36.62109375,0
-11.515625,19.44201137,377.991806,19.84291976,393.7414646,4.634920486,-0.697723177,-76.66015625,42.48046875,0
-1.966796875,21.15858507,447.6857224,21.59489046,466.3392941,6.625941314,-0.793895982,-77.1484375,61.03515625,0
-2.048828125,23.18593212,537.5874481,23.66404287,559.9869251,7.225203199,-1.358187467,-89.35546875,60.546875,0
-19.2265625,25.68243998,659.5877231,26.21203054,687.0705449,6.954107578,0.104203388,-104.0039063,67.3828125,0
-16.078125,27.8889068,777.7911224,28.46399631,810.1990859,7.800833571,-0.432687897,-115.234375,74.21875,0
-18.640625,29.76715094,886.0832753,30.38097121,923.0034117,7.567484642,-0.818908029,-127.4414063,71.77734375,0
-19.25585938,31.40862416,986.5016713,32.05629279,1027.605908,7.80158893,-1.135192683,-137.2070313,71.77734375,0
-16.75976563,32.40717406,1050.22493,33.07543352,1093.984302,6.403586465,-0.149483282,-125.4882813,87.40234375,0
-12.98046875,31.5157665,993.2435384,32.1656445,1034.628686,6.840607982,-0.584693415,-124.5117188,83.49609375,0
